COLOR_GrasSurface
N043.37.45.0040008 E001.22.18.1570008
N043.37.45.1530012 E001.22.18.2300016
N043.37.45.2910 E001.22.18.2830008
N043.37.45.4339992 E001.22.18.3090
N043.37.45.5869992 E001.22.18.3240012
N043.37.45.7160016 E001.22.18.3200016
N043.37.45.8699988 E001.22.18.2979984
N043.37.46.0099992 E001.22.18.2570016
N043.37.46.1740008 E001.22.18.1940016
N043.37.46.3410012 E001.22.18.0900012
N043.37.47.0510004 E001.22.17.5540008
N043.37.47.5029984 E001.22.16.9340016
N043.37.47.5979988 E001.22.16.7800008
N043.37.47.6810004 E001.22.16.6170
N043.37.47.7729984 E001.22.16.3940016
N043.37.47.8329996 E001.22.16.2040008
N043.37.47.8909992 E001.22.15.9579984
N043.37.47.9129988 E001.22.15.8070
N043.37.47.9349984 E001.22.15.6150012
N043.37.47.9430012 E001.22.15.3840
N043.37.47.9349984 E001.22.15.1669992
N043.37.47.9129988 E001.22.14.9990016
N043.37.47.8760016 E001.22.14.8199988
N043.37.47.8130016 E001.22.14.5650
N043.37.47.7810012 E001.22.14.4720012
N043.37.46.2569988 E001.22.11.6780016
N043.37.46.1759988 E001.22.11.5349988


COLOR_GrasSurface
N043.37.33.5579988 E001.22.22.2939984
N043.37.33.4970004 E001.22.22.3870008
N043.37.33.4279992 E001.22.22.5059988
N043.37.33.3509988 E001.22.22.6710012
N043.37.33.2770008 E001.22.22.8550008
N043.37.33.2220 E001.22.23.0350008
N043.37.33.1719996 E001.22.23.2340016
N043.37.33.1410 E001.22.23.4149988
N043.37.33.1219992 E001.22.23.6030016
N043.37.33.1160016 E001.22.23.7920016
N043.37.33.1209984 E001.22.24.0200004
N043.37.33.1349988 E001.22.24.2000004
N043.37.33.1759992 E001.22.24.3869988
N043.37.33.2739984 E001.22.24.7569996
N043.37.33.3710004 E001.22.25.0470012
N043.37.33.4869996 E001.22.25.3430004
N043.37.33.6690012 E001.22.25.7490012
N043.37.33.7800 E001.22.25.9740012
N043.37.33.9210012 E001.22.26.2319988
N043.37.34.3809984 E001.22.27.0649992
N043.37.34.5180 E001.22.27.3140004
N043.37.34.6599984 E001.22.27.5329992
N043.37.34.8020004 E001.22.27.7280004
N043.37.34.9299984 E001.22.27.8990004
N043.37.35.0680008 E001.22.28.0629984
N043.37.35.2020 E001.22.28.1809992
N043.37.35.3190 E001.22.28.2630
N043.37.35.4640008 E001.22.28.3469988
N043.37.35.6139984 E001.22.28.4130012
N043.37.35.7909996 E001.22.28.4540016
N043.37.36.0080004 E001.22.28.4779992
N043.37.36.1710012 E001.22.28.4610
N043.37.36.3389988 E001.22.28.4289996
N043.37.36.5009988 E001.22.28.3680012
N043.37.36.6480012 E001.22.28.2979992
N043.37.36.7870008 E001.22.28.2050004
N043.37.36.9400008 E001.22.28.0760016
N043.37.37.2450 E001.22.27.8010012
N043.37.38.6619996 E001.22.26.5170
N043.37.41.7360 E001.22.23.3130
N043.37.43.2789996 E001.22.21.4190004
N043.37.43.3909992 E001.22.21.2729988
N043.37.43.4820 E001.22.21.1260
N043.37.43.5579996 E001.22.20.9799984
N043.37.43.6370016 E001.22.20.8059996
N043.37.43.7009988 E001.22.20.6259996
N043.37.43.7530008 E001.22.20.4430008
N043.37.43.7949984 E001.22.20.2429992
N043.37.43.8219984 E001.22.20.0300016
N043.37.43.8369996 E001.22.19.8130008
N043.37.43.8350016 E001.22.19.5949992
N043.37.43.8160008 E001.22.19.3850004
N043.37.43.7869992 E001.22.19.1750016
N043.37.43.7379996 E001.22.18.9509988
N043.37.43.6689984 E001.22.18.7269996
N043.37.43.5799992 E001.22.18.5120004
N043.37.43.4899992 E001.22.18.3159984
N043.37.42.2580 E001.22.16.0910004
N043.37.42.1799988 E001.22.15.9849984
N043.37.42.0610008 E001.22.15.8099988
N043.37.41.9329992 E001.22.15.6550008
N043.37.41.8329984 E001.22.15.5550
N043.37.41.6939988 E001.22.15.4390008
N043.37.41.5440012 E001.22.15.3310008
N043.37.41.4019992 E001.22.15.2690016
N043.37.41.2659984 E001.22.15.2140008
N043.37.41.0859984 E001.22.15.1749984
N043.37.40.8920016 E001.22.15.1640004
N043.37.40.6920 E001.22.15.1830012
N043.37.40.5310008 E001.22.15.2280012
N043.37.40.3510008 E001.22.15.3080004
N043.37.40.1329992 E001.22.15.4350012
N043.37.38.9510004 E001.22.16.3830
N043.37.34.5500004 E001.22.20.9610012
N043.37.33.5579988 E001.22.22.2939984


COLOR_GrasSurface
N043.37.12.1980 E001.22.55.9710012
N043.37.12.2270016 E001.22.56.0210016
N043.37.12.4749984 E001.22.56.1759996
N043.37.12.5720004 E001.22.56.2199988
N043.37.12.7009992 E001.22.56.2299996
N043.37.12.7830 E001.22.56.2109988
N043.37.12.8600004 E001.22.56.1669996
N043.37.12.9230004 E001.22.56.1090
N043.37.12.9950004 E001.22.56.0129988
N043.37.13.0329984 E001.22.55.9269984
N043.37.13.0630008 E001.22.55.8170004
N043.37.13.0699992 E001.22.55.6700016
N043.37.13.0590012 E001.22.55.5499992
N043.37.13.0270008 E001.22.55.4000016
N043.37.12.9759996 E001.22.55.2990
N043.37.12.9010008 E001.22.55.2000
N043.37.12.8120016 E001.22.55.1399988
N043.37.12.6810012 E001.22.55.1529984
N043.37.12.5460012 E001.22.55.1910
N043.37.12.4370004 E001.22.55.2879984
N043.37.12.3399984 E001.22.55.4520
N043.37.12.2769984 E001.22.55.5890016
N043.37.12.2139984 E001.22.55.7940
N043.37.12.1879992 E001.22.55.9139988
N043.37.12.1980 E001.22.55.9710012


COLOR_GrasSurface
N043.37.15.0600 E001.22.49.7330004
N043.37.15.0099996 E001.22.49.8439992
N043.37.14.9660004 E001.22.49.9249992
N043.37.14.9509992 E001.22.49.9900008
N043.37.14.9509992 E001.22.50.0520
N043.37.14.9559996 E001.22.50.1110004
N043.37.14.9859984 E001.22.50.2219992
N043.37.15.0120012 E001.22.50.2970016
N043.37.16.0489992 E001.22.50.9620008
N043.37.16.6119996 E001.22.50.3870016
N043.37.16.2800004 E001.22.49.8029988
N043.37.16.2300 E001.22.49.7359992
N043.37.15.9279996 E001.22.49.5220008
N043.37.15.5529984 E001.22.49.2780
N043.37.15.5020008 E001.22.49.2560004
N043.37.15.0600 E001.22.49.7330004


COLOR_GrasSurface
N043.39.11.4419988 E001.21.20.6229996
N043.39.11.4930 E001.21.20.5740
N043.39.11.5419996 E001.21.20.4959988
N043.39.11.5679988 E001.21.20.4040008
N043.39.11.5729992 E001.21.20.3060016
N043.39.11.5560 E001.21.20.2150008
N043.39.11.5239996 E001.21.20.1409992
N043.39.11.4699996 E001.21.20.0859984
N043.39.11.3929992 E001.21.20.0450016
N043.39.11.3230008 E001.21.20.0400012
N043.39.11.3690016 E001.21.20.6499996
N043.39.11.4419988 E001.21.20.6229996


COLOR_GrasSurface
N043.39.06.5350008 E001.21.20.6949996
N043.39.06.4540008 E001.21.20.7489996
N043.39.06.3950004 E001.21.20.8310004
N043.39.06.3569988 E001.21.20.9450016
N043.39.06.3579996 E001.21.21.0449988
N043.39.06.3789984 E001.21.21.1259988
N043.39.06.4130004 E001.21.21.2079996
N043.39.06.4530 E001.21.21.2529996
N043.39.06.5049984 E001.21.21.2879988
N043.39.06.5599992 E001.21.21.2960016
N043.39.06.6189996 E001.21.21.3019992
N043.39.06.9230016 E001.21.21.2550012
N043.39.06.8780016 E001.21.20.6470008
N043.39.06.6399984 E001.21.20.6730
N043.39.06.5350008 E001.21.20.6949996


COLOR_GrasSurface
N043.39.05.4190008 E001.21.21.4650
N043.39.05.5860012 E001.21.21.4409988
N043.39.05.6400012 E001.21.21.4160004
N043.39.05.6800008 E001.21.21.3750
N043.39.05.7160008 E001.21.21.3109992
N043.39.05.7480012 E001.21.21.2159988
N043.39.05.7600 E001.21.21.1240008
N043.39.05.7489984 E001.21.21.0300012
N043.39.05.7089988 E001.21.20.9549988
N043.39.05.6540016 E001.21.20.8959984
N043.39.05.5959984 E001.21.20.8530
N043.39.05.5209996 E001.21.20.8389996
N043.39.05.3669988 E001.21.20.8590012
N043.39.05.4190008 E001.21.21.4650


COLOR_GrasSurface
N043.39.00.3690 E001.21.21.5489988
N043.39.00.3020004 E001.21.21.5889984
N043.39.00.2459988 E001.21.21.6619992
N043.39.00.2059992 E001.21.21.7530
N043.39.00.1969992 E001.21.21.8549988
N043.39.00.2070 E001.21.21.9359988
N043.39.00.2450016 E001.21.22.0230
N043.39.00.2919996 E001.21.22.0920012
N043.39.00.3409992 E001.21.22.1320008
N043.39.00.3899988 E001.21.22.1400
N043.39.00.4470012 E001.21.22.1410008
N043.39.00.6270012 E001.21.22.1159988
N043.39.00.5839992 E001.21.21.5120016
N043.39.00.4439988 E001.21.21.5340012
N043.39.00.3690 E001.21.21.5489988


COLOR_GrasSurface
N043.38.59.3080008 E001.21.22.3070004
N043.38.59.3840004 E001.21.22.2940008
N043.38.59.4470004 E001.21.22.2469992
N043.38.59.4939984 E001.21.22.1960016
N043.38.59.5309992 E001.21.22.1339988
N043.38.59.5520016 E001.21.22.0539996
N043.38.59.5539996 E001.21.21.9800016
N043.38.59.5449996 E001.21.21.9039984
N043.38.59.5240008 E001.21.21.8340
N043.38.59.4880008 E001.21.21.7710
N043.38.59.4470004 E001.21.21.7270008
N043.38.59.3859984 E001.21.21.6879984
N043.38.59.3440008 E001.21.21.6780012
N043.38.59.2670004 E001.21.21.6820008
N043.38.59.3080008 E001.21.22.3070004


COLOR_GrasSurface
N043.38.56.9630004 E001.21.21.9399984
N043.38.56.9969988 E001.21.22.3679988
N043.38.56.6099988 E001.21.22.4200008
N043.38.56.6260008 E001.21.22.6299996
N043.38.57.3360 E001.21.22.5330012
N043.38.57.3169992 E001.21.22.2760008
N043.38.57.0750 E001.21.22.3110
N043.38.57.0519996 E001.21.21.9300012
N043.38.56.9630004 E001.21.21.9399984


COLOR_Building
N043.37.05.9589984 E001.23.12.6470004
N043.37.05.9270016 E001.23.12.5670012
N043.37.05.8820016 E001.23.12.4739988
N043.37.05.8320012 E001.23.12.3900
N043.37.05.7749988 E001.23.12.3200016
N043.37.05.7050004 E001.23.12.2579988
N043.37.05.6280 E001.23.12.1909992
N043.37.05.6449992 E001.23.12.4810008
N043.37.05.6229996 E001.23.12.4680012
N043.37.04.9919988 E001.23.14.3810016
N043.37.06.1399992 E001.23.15.1130004
N043.37.06.7789992 E001.23.13.2090
N043.37.05.9760012 E001.23.12.6970008
N043.37.05.9589984 E001.23.12.6470004


COLOR_Building
N043.37.12.7660008 E001.23.15.7279992
N043.37.12.7290 E001.23.15.7070004
N043.37.12.2630016 E001.23.17.0999988
N043.37.12.6199992 E001.23.17.3280012
N043.37.12.4010004 E001.23.17.9970
N043.37.13.5040008 E001.23.18.6979992
N043.37.13.6920 E001.23.18.1740012
N043.37.14.3850 E001.23.18.6320004
N043.37.14.4379992 E001.23.18.4869996
N043.37.14.4540012 E001.23.18.4970004
N043.37.14.9250 E001.23.17.0869992
N043.37.12.7700004 E001.23.15.7089984
N043.37.12.7660008 E001.23.15.7279992


COLOR_Building
N043.37.10.1060004 E001.23.08.6679996
N043.37.10.3260 E001.23.08.5369992
N043.37.10.4949984 E001.23.08.4410016
N043.37.10.6780008 E001.23.08.3559984
N043.37.10.8570 E001.23.08.2690008
N043.37.11.0079984 E001.23.08.2079988
N043.37.11.1730008 E001.23.08.1390012
N043.37.11.3819988 E001.23.08.0649996
N043.37.11.6280012 E001.23.07.9829988
N043.37.11.7220008 E001.23.07.7380008
N043.37.11.8319988 E001.23.07.4150016
N043.37.11.9809992 E001.23.06.9470016
N043.37.11.4330 E001.23.07.0919988
N043.37.11.3120004 E001.23.06.3809988
N043.37.11.4279996 E001.23.06.3499992
N043.37.11.7739992 E001.23.05.3109996
N043.37.11.5539996 E001.23.05.3729988
N043.37.11.3059992 E001.23.05.4350016
N043.37.11.0139996 E001.23.05.5280004
N043.37.10.7670 E001.23.05.6230008
N043.37.10.5250008 E001.23.05.7249996
N043.37.10.2969984 E001.23.05.8130016
N043.37.10.1499996 E001.23.05.8779996
N043.37.09.9000012 E001.23.06.0069984
N043.37.09.6629988 E001.23.06.1280016
N043.37.09.4710 E001.23.06.2419992
N043.37.09.2510004 E001.23.06.3650004
N043.37.09.0300 E001.23.06.5150016
N043.37.08.8100004 E001.23.06.6599988
N043.37.08.6030004 E001.23.06.8030016
N043.37.08.4060012 E001.23.06.9550008
N043.37.08.2220016 E001.23.07.1009988
N043.37.08.0360004 E001.23.07.2560004
N043.37.07.8260016 E001.23.07.4330016
N043.37.07.6029996 E001.23.07.6359984
N043.37.09.6610008 E001.23.08.9580012
N043.37.09.9090012 E001.23.08.7939996
N043.37.10.1060004 E001.23.08.6679996


COLOR_Building
N043.37.11.5119984 E001.22.57.9619992
N043.37.12.3870 E001.22.58.5360012
N043.37.12.0860004 E001.22.59.3919984
N043.37.12.5460012 E001.22.59.6880012
N043.37.12.4079988 E001.23.00.0870
N043.37.12.8939988 E001.23.00.4040016
N043.37.13.0440 E001.22.59.9859984
N043.37.13.8370008 E001.23.00.5319996
N043.37.14.7730008 E001.23.01.1289984
N043.37.15.6630 E001.23.01.6810008
N043.37.16.5619992 E001.23.02.2490016
N043.37.17.3640 E001.23.02.7800016
N043.37.17.7160008 E001.23.01.7570004
N043.37.14.2050 E001.22.59.4940008
N043.37.14.4189984 E001.22.58.8690012
N043.37.12.6750 E001.22.57.7350012
N043.37.12.6630012 E001.22.57.7620012
N043.37.11.7779988 E001.22.57.1789992
N043.37.11.5119984 E001.22.57.9619992


COLOR_Building
N043.37.18.3659988 E001.23.00.0449988
N043.37.18.0829992 E001.23.00.7440
N043.37.18.1869996 E001.23.00.8199996
N043.37.18.3090 E001.23.00.8099988
N043.37.20.0769996 E001.23.01.9359996
N043.37.20.3009988 E001.23.01.2990012
N043.37.20.5920012 E001.23.01.4960004
N043.37.21.6040008 E001.22.58.5390
N043.37.21.2829996 E001.22.58.3129992
N043.37.20.9510004 E001.22.58.0800
N043.37.20.2990008 E001.22.57.6469992
N043.37.19.9940016 E001.22.57.4460004
N043.37.19.5579984 E001.22.57.1609992
N043.37.19.7810004 E001.22.56.5119984
N043.37.19.6719996 E001.22.56.4430008
N043.37.19.4509992 E001.22.57.0990
N043.37.19.3779984 E001.22.57.0709992
N043.37.18.3659988 E001.23.00.0449988


COLOR_Building
N043.37.21.8349984 E001.22.57.8550
N043.37.21.9799992 E001.22.57.4349988
N043.37.22.2200004 E001.22.57.5820012
N043.37.22.6549992 E001.22.56.3139984
N043.37.22.4540004 E001.22.56.1860004
N043.37.22.6809984 E001.22.55.4819988
N043.37.22.7859996 E001.22.55.1309988
N043.37.22.8690012 E001.22.54.8479992
N043.37.22.9370016 E001.22.54.5900016
N043.37.23.0649996 E001.22.54.1970004
N043.37.21.5630004 E001.22.53.2229988
N043.37.20.3030004 E001.22.56.9250012
N043.37.21.8349984 E001.22.57.8550


COLOR_Building
N043.37.19.9560 E001.22.51.8729988
N043.37.20.8449984 E001.22.50.9630016
N043.37.20.5280004 E001.22.50.4040008
N043.37.19.6359996 E001.22.51.3279984
N043.37.19.9560 E001.22.51.8729988


COLOR_Building
N043.37.21.6680016 E001.22.51.8319984
N043.37.22.3500 E001.22.51.1219992
N043.37.21.4520016 E001.22.49.4690016
N043.37.20.7689988 E001.22.50.1800016
N043.37.21.6680016 E001.22.51.8319984


COLOR_Building
N043.37.22.2800016 E001.22.49.2859992
N043.37.22.6009992 E001.22.48.9600012
N043.37.22.6369992 E001.22.49.0180008
N043.37.23.0139984 E001.22.48.6360012
N043.37.22.9789992 E001.22.48.5630004
N043.37.23.3249988 E001.22.48.2019996
N043.37.23.0970 E001.22.47.7770016
N043.37.22.7030016 E001.22.48.1829988
N043.37.22.6660008 E001.22.48.1109988
N043.37.22.4510016 E001.22.48.3369996
N043.37.22.4879988 E001.22.48.4079988
N043.37.22.0490004 E001.22.48.8669988
N043.37.22.2800016 E001.22.49.2859992


COLOR_Building
N043.37.23.7929988 E001.22.48.2520
N043.37.24.5169984 E001.22.47.5020012
N043.37.24.6590004 E001.22.47.7639984
N043.37.25.2969996 E001.22.47.1039996
N043.37.25.3660008 E001.22.47.2289988
N043.37.26.5220004 E001.22.46.0269984
N043.37.26.4590004 E001.22.45.9109992
N043.37.26.4659988 E001.22.45.9019992
N043.37.26.2959996 E001.22.45.5869992
N043.37.26.2980012 E001.22.45.5509992
N043.37.25.9129992 E001.22.44.8420008
N043.37.24.9330 E001.22.45.8550012
N043.37.24.8379996 E001.22.45.6980016
N043.37.24.6299988 E001.22.45.9000012
N043.37.24.5049996 E001.22.46.0030008
N043.37.24.4030008 E001.22.46.0980012
N043.37.24.2979996 E001.22.46.1979984
N043.37.24.1889988 E001.22.46.3130004
N043.37.24.0970008 E001.22.46.4180016
N043.37.23.9829996 E001.22.46.5859992
N043.37.23.7709992 E001.22.46.7990004
N043.37.23.8519992 E001.22.46.9470
N043.37.23.3670 E001.22.47.4620016
N043.37.23.7929988 E001.22.48.2520


COLOR_Building
N043.37.30.1180008 E001.22.41.9999988
N043.37.31.6940016 E001.22.40.3389984
N043.37.31.2809988 E001.22.39.5870016
N043.37.29.6960016 E001.22.41.2330008
N043.37.30.1180008 E001.22.41.9999988


COLOR_Building
N043.37.30.3240 E001.22.35.8680
N043.37.31.4420016 E001.22.37.8980004
N043.37.31.8439992 E001.22.37.4779992
N043.37.30.7260012 E001.22.35.4429984
N043.37.30.3240 E001.22.35.8680


COLOR_Building
N043.37.33.1280004 E001.22.35.1570
N043.37.33.1690008 E001.22.35.2290
N043.37.32.9909988 E001.22.35.4129996
N043.37.32.9509992 E001.22.35.3420004
N043.37.32.6510004 E001.22.35.6589984
N043.37.32.9120004 E001.22.36.1250004
N043.37.33.5330004 E001.22.35.4820008
N043.37.33.2730012 E001.22.35.0050008
N043.37.33.1280004 E001.22.35.1570


COLOR_Building
N043.37.34.6019988 E001.22.39.7539984
N043.37.34.8610008 E001.22.39.0360
N043.37.34.1320008 E001.22.38.5439988
N043.37.33.8689992 E001.22.39.2760012
N043.37.34.6019988 E001.22.39.7539984


COLOR_Building
N043.37.35.3409996 E001.22.38.6140008
N043.37.35.7549996 E001.22.38.8850016
N043.37.35.8749984 E001.22.38.5389984
N043.37.35.4609984 E001.22.38.2670004
N043.37.35.3409996 E001.22.38.6140008


COLOR_Building
N043.37.35.1249996 E001.22.39.3489984
N043.37.35.3579988 E001.22.38.6900004
N043.37.35.1339996 E001.22.38.5399992
N043.37.34.8939984 E001.22.39.1940004
N043.37.35.1249996 E001.22.39.3489984


COLOR_Building
N043.37.34.9960008 E001.22.39.7830
N043.37.35.3190 E001.22.40.0010016
N043.37.34.7000016 E001.22.41.7309996
N043.37.39.5519988 E001.22.45.0909984
N043.37.40.3370004 E001.22.42.8850012
N043.37.35.4699984 E001.22.39.5770008
N043.37.35.1490008 E001.22.39.3639996
N043.37.34.9960008 E001.22.39.7830


COLOR_Building
N043.37.41.1359988 E001.22.43.7810016
N043.37.42.6020016 E001.22.42.2270004
N043.37.42.4020 E001.22.41.8530
N043.37.42.1590 E001.22.42.0960
N043.37.41.7470016 E001.22.41.3460012
N043.37.40.8280008 E001.22.42.3120
N043.37.40.6610004 E001.22.42.0390012
N043.37.40.4820012 E001.22.42.5449992
N043.37.40.5239988 E001.22.42.6240012
N043.37.40.5069996 E001.22.42.6410004
N043.37.41.1359988 E001.22.43.7810016


COLOR_Building
N043.37.39.8390016 E001.22.40.1149992
N043.37.40.7840016 E001.22.39.1310004
N043.37.40.5480 E001.22.38.6870016
N043.37.40.8240012 E001.22.38.4030012
N043.37.41.1390012 E001.22.38.9730
N043.37.41.2230 E001.22.38.8930008
N043.37.41.2770 E001.22.38.9809992
N043.37.41.3280012 E001.22.38.9480016
N043.37.45.1959996 E001.22.34.9259988
N043.37.45.0540012 E001.22.34.6659996
N043.37.44.8299984 E001.22.34.8909996
N043.37.44.7350016 E001.22.34.7149992
N043.37.44.4749988 E001.22.34.9910004
N043.37.43.5060012 E001.22.35.9960016
N043.37.43.2429996 E001.22.36.2669988
N043.37.42.2659992 E001.22.37.2740016
N043.37.42.0110004 E001.22.37.5399984
N043.37.41.8109988 E001.22.37.1790012
N043.37.39.5199984 E001.22.39.5429988
N043.37.39.8390016 E001.22.40.1149992


COLOR_Building
N043.37.41.8760004 E001.22.37.3159992
N043.37.42.1439988 E001.22.37.0380
N043.37.42.2760 E001.22.37.2780012
N043.37.43.2440004 E001.22.36.2719992
N043.37.43.1169996 E001.22.36.0289992
N043.37.43.3769988 E001.22.35.7470004
N043.37.43.5180 E001.22.36.0120
N043.37.44.4770004 E001.22.34.9979988
N043.37.44.3470008 E001.22.34.7499984
N043.37.44.6109996 E001.22.34.4719992
N043.37.44.7449988 E001.22.34.7350008
N043.37.44.8290012 E001.22.34.8980016
N043.37.45.8159988 E001.22.33.9160008
N043.37.45.5059992 E001.22.33.3390
N043.37.41.8050012 E001.22.37.1849988
N043.37.41.8760004 E001.22.37.3159992


COLOR_Building
N043.37.46.2619992 E001.22.32.7540
N043.37.46.4980008 E001.22.33.1799988
N043.37.46.8660 E001.22.34.0849992
N043.37.47.3689992 E001.22.34.9989996
N043.37.46.0949988 E001.22.36.3270
N043.37.46.3540008 E001.22.36.8000004
N043.37.48.3549996 E001.22.34.7300004
N043.37.47.7890004 E001.22.33.6929988
N043.37.47.6079996 E001.22.33.3580008
N043.37.47.4999996 E001.22.33.1320
N043.37.47.4110004 E001.22.32.9149992
N043.37.47.3019996 E001.22.32.6309988
N043.37.47.2100016 E001.22.32.3180004
N043.37.47.1380016 E001.22.32.0400012
N043.37.47.0830008 E001.22.31.7319996
N043.37.47.0399988 E001.22.31.4010012
N043.37.47.0120016 E001.22.31.1030004
N043.37.47.0060004 E001.22.30.8449992
N043.37.47.0079984 E001.22.30.5929992
N043.37.47.0160012 E001.22.30.3279996
N043.37.47.0399988 E001.22.30.1029996
N043.37.47.0740008 E001.22.29.8200
N043.37.47.1270 E001.22.29.4909996
N043.37.47.2350 E001.22.29.1249984
N043.37.47.2910016 E001.22.28.9049988
N043.37.47.3559996 E001.22.28.7140008
N043.37.47.4510 E001.22.28.4679984
N043.37.47.5640004 E001.22.28.2259992
N043.37.47.7030 E001.22.27.9789996
N043.37.47.8419996 E001.22.27.7420008
N043.37.47.9679996 E001.22.27.5499984
N043.37.48.1069992 E001.22.27.3839988
N043.37.48.2419992 E001.22.27.2319996
N043.37.48.3620016 E001.22.27.0999984
N043.37.48.4799988 E001.22.26.9870016
N043.37.48.5940 E001.22.26.8849992
N043.37.48.7189992 E001.22.26.7920004
N043.37.48.8679996 E001.22.26.6869992
N043.37.48.9920016 E001.22.26.6130012
N043.37.49.1220012 E001.22.26.5460016
N043.37.49.3119984 E001.22.26.4479988
N043.37.49.5180012 E001.22.26.3740008
N043.37.49.6940016 E001.22.26.3190
N043.37.49.9019988 E001.22.26.2800012
N043.37.50.0880 E001.22.26.2580016
N043.37.50.2579992 E001.22.26.2459992
N043.37.50.4410016 E001.22.26.2539984
N043.37.50.6060004 E001.22.26.2670016
N043.37.50.7630 E001.22.26.2999992
N043.37.50.9109996 E001.22.26.3300016
N043.37.51.0510 E001.22.26.3439984
N043.37.51.2240016 E001.22.26.3480016
N043.37.51.3289992 E001.22.26.3390016
N043.37.51.4570008 E001.22.26.3139996
N043.37.51.5939988 E001.22.26.2729992
N043.37.51.7199988 E001.22.26.2239996
N043.37.51.8549988 E001.22.26.1519996
N043.37.51.9890016 E001.22.26.0590008
N043.37.52.0939992 E001.22.25.9709988
N043.37.52.2210 E001.22.25.8430008
N043.37.52.3769988 E001.22.25.6839996
N043.37.52.2590016 E001.22.25.4409996
N043.37.52.3380 E001.22.25.3499988
N043.37.52.4129988 E001.22.25.2459984
N043.37.52.4930016 E001.22.25.1259996
N043.37.52.5360 E001.22.25.0489992
N043.37.52.5470016 E001.22.25.0140
N043.37.52.4589996 E001.22.24.8540016
N043.37.52.3059996 E001.22.24.9449988
N043.37.52.2019992 E001.22.25.0179996
N043.37.52.0780008 E001.22.25.1190012
N043.37.52.0550004 E001.22.25.0659984
N043.37.52.6440 E001.22.24.4570008
N043.37.51.9350016 E001.22.23.1610008
N043.37.52.2379992 E001.22.22.8870012
N043.37.53.2610004 E001.22.24.7429992
N043.37.56.0719992 E001.22.21.8070012
N043.37.55.6160016 E001.22.20.9259984
N043.37.56.8260012 E001.22.19.6730004
N043.37.55.6629996 E001.22.17.5389996
N043.37.55.6870008 E001.22.17.5069992
N043.37.55.6340016 E001.22.17.4069984
N043.37.56.5700016 E001.22.16.4390016
N043.37.56.3369988 E001.22.16.0439988
N043.37.55.9809984 E001.22.16.4309988
N043.37.55.8840 E001.22.16.2059988
N043.37.55.8230016 E001.22.15.9750012
N043.37.55.7829984 E001.22.15.7710
N043.37.55.7640012 E001.22.15.5359992
N043.37.55.7609988 E001.22.15.3090012
N043.37.55.7810004 E001.22.15.0780
N043.37.55.8369984 E001.22.14.7979992
N043.37.55.9130016 E001.22.14.5459992
N043.37.56.0139996 E001.22.14.2989996
N043.37.56.1460008 E001.22.14.0810016
N043.37.56.3030004 E001.22.13.8879984
N043.37.56.4430008 E001.22.13.7470008
N043.37.56.6040 E001.22.13.6359984
N043.37.56.7840 E001.22.13.5469992
N043.37.56.9520012 E001.22.13.4879988
N043.37.57.1149984 E001.22.13.4630004
N043.37.57.2819988 E001.22.13.4670
N043.37.57.4500 E001.22.13.5019992
N043.37.57.6210 E001.22.13.5599988
N043.37.57.7539984 E001.22.13.6220016
N043.37.57.8859996 E001.22.13.7179992
N043.37.58.0090008 E001.22.13.8280008
N043.37.58.1350008 E001.22.13.9779984
N043.37.58.2229992 E001.22.14.1039984
N043.37.57.8679996 E001.22.14.4570
N043.37.57.7459992 E001.22.14.2380012
N043.37.57.4669992 E001.22.14.5239996
N043.37.57.8499996 E001.22.15.2619996
N043.37.58.1639988 E001.22.14.9229984
N043.37.58.1160 E001.22.14.8310004
N043.37.58.7480016 E001.22.14.1480012
N043.37.58.5699996 E001.22.13.8290016
N043.37.58.4019984 E001.22.13.9969992
N043.37.58.3150008 E001.22.13.8659988
N043.37.58.7169984 E001.22.13.3190004
N043.37.58.5810012 E001.22.13.1419992
N043.37.58.4799996 E001.22.13.0289988
N043.37.58.3489992 E001.22.12.9039996
N043.37.58.2229992 E001.22.12.7999992
N043.37.58.0929996 E001.22.12.7110
N043.37.57.9399996 E001.22.12.6249996
N043.37.57.7859988 E001.22.12.5519988
N043.37.57.5929992 E001.22.12.4860
N043.37.57.4230 E001.22.12.4520016
N043.37.57.2570004 E001.22.12.4349988
N043.37.57.0939996 E001.22.12.4359996
N043.37.56.9169984 E001.22.12.4569984
N043.37.56.7500016 E001.22.12.4939992
N043.37.56.4890016 E001.22.12.5870016
N043.37.56.2860012 E001.22.12.7049988
N043.37.56.1039996 E001.22.12.8330004
N043.37.55.9549992 E001.22.12.9640008
N043.37.55.7870016 E001.22.13.1310012
N043.37.55.6150008 E001.22.13.3600008
N043.37.55.4819988 E001.22.13.5800004
N043.37.55.3779984 E001.22.13.7700012
N043.37.55.2830016 E001.22.13.9829988
N043.37.55.2050004 E001.22.14.1890016
N043.37.55.1370 E001.22.14.4320016
N043.37.55.0930008 E001.22.14.6489988
N043.37.55.0570008 E001.22.14.8509984
N043.37.55.0350012 E001.22.15.0849984
N043.37.55.0210008 E001.22.15.3140016
N043.37.55.0200 E001.22.15.5769996
N043.37.55.0440012 E001.22.15.8310012
N043.37.55.0779996 E001.22.16.0780008
N043.37.55.1309988 E001.22.16.3319988
N043.37.55.1809992 E001.22.16.5370008
